gene1	gene2	correlation	p.adjusted
fbpB	quinolone__QnrB28	0.793849999	2.32E-12
frnE	quinolone__QnrB28	0.793849999	2.32E-12
nixA	quinolone__QnrB28	0.793849999	2.32E-12
fbpB	quinolone__QnrB30	0.793849999	2.32E-12
frnE	quinolone__QnrB30	0.793849999	2.32E-12
nixA	quinolone__QnrB30	0.793849999	2.32E-12
fbpB	quinolone__QnrB33	0.793849999	2.32E-12
frnE	quinolone__QnrB33	0.793849999	2.32E-12
nixA	quinolone__QnrB33	0.793849999	2.32E-12
fbpB	quinolone__QnrB35	0.793849999	2.32E-12
frnE	quinolone__QnrB35	0.793849999	2.32E-12
nixA	quinolone__QnrB35	0.793849999	2.32E-12
fbpB	quinolone__QnrB37	0.793849999	2.32E-12
frnE	quinolone__QnrB37	0.793849999	2.32E-12
nixA	quinolone__QnrB37	0.793849999	2.32E-12
fbpB	quinolone__QnrB4	0.793849999	2.32E-12
frnE	quinolone__QnrB4	0.793849999	2.32E-12
nixA	quinolone__QnrB4	0.793849999	2.32E-12
bcrA	quinolone__QnrB5	0.793849999	2.32E-12
mtrR	quinolone__QnrB5	0.793849999	2.32E-12
nhlF	quinolone__QnrB5	0.793849999	2.32E-12
pfr	quinolone__QnrB5	0.793849999	2.32E-12
fbpB	quinolone__QnrB60	0.793849999	2.32E-12
frnE	quinolone__QnrB60	0.793849999	2.32E-12
nixA	quinolone__QnrB60	0.793849999	2.32E-12
fbpB	quinolone__QnrB61	0.793849999	2.32E-12
frnE	quinolone__QnrB61	0.793849999	2.32E-12
nixA	quinolone__QnrB61	0.793849999	2.32E-12
fbpB	quinolone__QnrB65	0.793849999	2.32E-12
frnE	quinolone__QnrB65	0.793849999	2.32E-12
nixA	quinolone__QnrB65	0.793849999	2.32E-12
fbpB	quinolone__QnrB71	0.793849999	2.32E-12
frnE	quinolone__QnrB71	0.793849999	2.32E-12
nixA	quinolone__QnrB71	0.793849999	2.32E-12
fbpB	quinolone__QnrB72	0.793849999	2.32E-12
frnE	quinolone__QnrB72	0.793849999	2.32E-12
nixA	quinolone__QnrB72	0.793849999	2.32E-12
fbpB	quinolone__QnrB73	0.793849999	2.32E-12
frnE	quinolone__QnrB73	0.793849999	2.32E-12
nixA	quinolone__QnrB73	0.793849999	2.32E-12
fbpB	quinolone__QnrB8	0.793849999	2.32E-12
frnE	quinolone__QnrB8	0.793849999	2.32E-12
nixA	quinolone__QnrB8	0.793849999	2.32E-12
fbpB	quinolone__QnrD1	0.793849999	2.32E-12
frnE	quinolone__QnrD1	0.793849999	2.32E-12
nixA	quinolone__QnrD1	0.793849999	2.32E-12
fbpB	quinolone__QnrD2	0.793849999	2.32E-12
frnE	quinolone__QnrD2	0.793849999	2.32E-12
nixA	quinolone__QnrD2	0.793849999	2.32E-12
cadX	quinolone__QnrE1	0.793849999	2.32E-12
fbpB	quinolone__QnrS3	0.793849999	2.32E-12
frnE	quinolone__QnrS3	0.793849999	2.32E-12
nixA	quinolone__QnrS3	0.793849999	2.32E-12
fbpB	quinolone__QnrS7	0.793849999	2.32E-12
frnE	quinolone__QnrS7	0.793849999	2.32E-12
nixA	quinolone__QnrS7	0.793849999	2.32E-12
aminoglycoside__aadA13	silF	0.793849999	2.32E-12
aminoglycoside__aadA9	silF	0.793849999	2.32E-12
beta_lactam__CepS	silF	0.793849999	2.32E-12
beta_lactam__MAB	silF	0.793849999	2.32E-12
beta_lactam__cphA2	silF	0.793849999	2.32E-12
chloramphenicol__catB9	silF	0.793849999	2.32E-12
aminoglycoside__aadA16	srpA	0.793849999	2.32E-12
chloramphenicol__catII	srpA	0.793849999	2.32E-12
chloramphenicol__cmlB1	srpA	0.793849999	2.32E-12
fosfomycin__FosA4	srpA	0.793849999	2.32E-12
multidrug__CrcB	srpA	0.793849999	2.32E-12
multidrug__efmA	srpA	0.793849999	2.32E-12
quinolone__QnrB21	srpA	0.793849999	2.32E-12
quinolone__QnrB25	srpA	0.793849999	2.32E-12
quinolone__QnrB27	srpA	0.793849999	2.32E-12
quinolone__QnrB28	srpA	0.793849999	2.32E-12
quinolone__QnrB30	srpA	0.793849999	2.32E-12
quinolone__QnrB33	srpA	0.793849999	2.32E-12
quinolone__QnrB35	srpA	0.793849999	2.32E-12
quinolone__QnrB37	srpA	0.793849999	2.32E-12
quinolone__QnrB4	srpA	0.793849999	2.32E-12
quinolone__QnrB60	srpA	0.793849999	2.32E-12
quinolone__QnrB61	srpA	0.793849999	2.32E-12
quinolone__QnrB65	srpA	0.793849999	2.32E-12
quinolone__QnrB71	srpA	0.793849999	2.32E-12
quinolone__QnrB72	srpA	0.793849999	2.32E-12
quinolone__QnrB73	srpA	0.793849999	2.32E-12
quinolone__QnrB8	srpA	0.793849999	2.32E-12
quinolone__QnrD1	srpA	0.793849999	2.32E-12
quinolone__QnrD2	srpA	0.793849999	2.32E-12
quinolone__QnrS3	srpA	0.793849999	2.32E-12
quinolone__QnrS7	srpA	0.793849999	2.32E-12
aminoglycoside__aadA16	ssmE	0.793849999	2.32E-12
chloramphenicol__catII	ssmE	0.793849999	2.32E-12
chloramphenicol__cmlB1	ssmE	0.793849999	2.32E-12
fosfomycin__FosA4	ssmE	0.793849999	2.32E-12
multidrug__CrcB	ssmE	0.793849999	2.32E-12
multidrug__efmA	ssmE	0.793849999	2.32E-12
quinolone__QnrB21	ssmE	0.793849999	2.32E-12
quinolone__QnrB25	ssmE	0.793849999	2.32E-12
quinolone__QnrB27	ssmE	0.793849999	2.32E-12
quinolone__QnrB28	ssmE	0.793849999	2.32E-12
quinolone__QnrB30	ssmE	0.793849999	2.32E-12
quinolone__QnrB33	ssmE	0.793849999	2.32E-12
quinolone__QnrB35	ssmE	0.793849999	2.32E-12
quinolone__QnrB37	ssmE	0.793849999	2.32E-12
quinolone__QnrB4	ssmE	0.793849999	2.32E-12
quinolone__QnrB60	ssmE	0.793849999	2.32E-12
quinolone__QnrB61	ssmE	0.793849999	2.32E-12
quinolone__QnrB65	ssmE	0.793849999	2.32E-12
quinolone__QnrB71	ssmE	0.793849999	2.32E-12
quinolone__QnrB72	ssmE	0.793849999	2.32E-12
quinolone__QnrB73	ssmE	0.793849999	2.32E-12
quinolone__QnrB8	ssmE	0.793849999	2.32E-12
quinolone__QnrD1	ssmE	0.793849999	2.32E-12
quinolone__QnrD2	ssmE	0.793849999	2.32E-12
quinolone__QnrS3	ssmE	0.793849999	2.32E-12
quinolone__QnrS7	ssmE	0.793849999	2.32E-12
chtS	streptothricin__SatA	0.793849999	2.32E-12
cueP	streptothricin__SatA	0.793849999	2.32E-12
emrK	streptothricin__SatA	0.793849999	2.32E-12
farB	streptothricin__SatA	0.793849999	2.32E-12
ncrY	streptothricin__SatA	0.793849999	2.32E-12
pmrG	streptothricin__SatA	0.793849999	2.32E-12
aminoglycoside__aadA14	tbtR	0.793849999	2.32E-12
beta_lactam__BcI	tbtR	0.793849999	2.32E-12
beta_lactam__BcIII	tbtR	0.793849999	2.32E-12
chloramphenicol__catA4	tbtR	0.793849999	2.32E-12
chloramphenicol__catB10	tbtR	0.793849999	2.32E-12
fosfomycin__FosA5	tbtR	0.793849999	2.32E-12
fosfomycin__FosA6	tbtR	0.793849999	2.32E-12
multidrug__emeA	tbtR	0.793849999	2.32E-12
quinolone__QnrB20	tbtR	0.793849999	2.32E-12
streptothricin__SatA	tbtR	0.793849999	2.32E-12
eefX	tetracycline__tetX6	0.793849999	2.32E-12
farR	tetracycline__tetX6	0.793849999	2.32E-12
mtrC	tetracycline__tetX6	0.793849999	2.32E-12
nirD	tetracycline__tetX6	0.793849999	2.32E-12
nmtR	tetracycline__tetX6	0.793849999	2.32E-12
silF	tetracycline__tetX6	0.793849999	2.32E-12
aminoglycoside__aadA14	triA	0.793849999	2.32E-12
beta_lactam__BcI	triA	0.793849999	2.32E-12
beta_lactam__BcIII	triA	0.793849999	2.32E-12
chloramphenicol__catA4	triA	0.793849999	2.32E-12
chloramphenicol__catB10	triA	0.793849999	2.32E-12
fosfomycin__FosA5	triA	0.793849999	2.32E-12
fosfomycin__FosA6	triA	0.793849999	2.32E-12
multidrug__emeA	triA	0.793849999	2.32E-12
quinolone__QnrB20	triA	0.793849999	2.32E-12
streptothricin__SatA	triA	0.793849999	2.32E-12
bleomycin__BLMT	triC	0.793849999	2.32E-12
factumycin__facT	triC	0.793849999	2.32E-12
eefX	trimethoprim__dfrA12	0.793849999	2.32E-12
farR	trimethoprim__dfrA12	0.793849999	2.32E-12
mtrC	trimethoprim__dfrA12	0.793849999	2.32E-12
nirD	trimethoprim__dfrA12	0.793849999	2.32E-12
nmtR	trimethoprim__dfrA12	0.793849999	2.32E-12
silF	trimethoprim__dfrA12	0.793849999	2.32E-12
bcrA	trimethoprim__dfrA18	0.793849999	2.32E-12
mtrR	trimethoprim__dfrA18	0.793849999	2.32E-12
nhlF	trimethoprim__dfrA18	0.793849999	2.32E-12
pfr	trimethoprim__dfrA18	0.793849999	2.32E-12
adeT2	trimethoprim__dfrA19	0.793849999	2.32E-12
nccN	trimethoprim__dfrA19	0.793849999	2.32E-12
pmrB	trimethoprim__dfrA19	0.793849999	2.32E-12
triC	trimethoprim__dfrA19	0.793849999	2.32E-12
bcrA	trimethoprim__dfrA5	0.793849999	2.32E-12
mtrR	trimethoprim__dfrA5	0.793849999	2.32E-12
nhlF	trimethoprim__dfrA5	0.793849999	2.32E-12
pfr	trimethoprim__dfrA5	0.793849999	2.32E-12
adeT2	trimethoprim__dfrB7	0.793849999	2.32E-12
nccN	trimethoprim__dfrB7	0.793849999	2.32E-12
pmrB	trimethoprim__dfrB7	0.793849999	2.32E-12
triC	trimethoprim__dfrB7	0.793849999	2.32E-12
aminoglycoside__aadA10	troD	0.793849999	2.32E-12
aminoglycoside__aadA5	troD	0.793849999	2.32E-12
aminoglycoside__aadA14	ttgT	0.793849999	2.32E-12
beta_lactam__BcI	ttgT	0.793849999	2.32E-12
beta_lactam__BcIII	ttgT	0.793849999	2.32E-12
chloramphenicol__catA4	ttgT	0.793849999	2.32E-12
chloramphenicol__catB10	ttgT	0.793849999	2.32E-12
fosfomycin__FosA5	ttgT	0.793849999	2.32E-12
fosfomycin__FosA6	ttgT	0.793849999	2.32E-12
multidrug__emeA	ttgT	0.793849999	2.32E-12
quinolone__QnrB20	ttgT	0.793849999	2.32E-12
streptothricin__SatA	ttgT	0.793849999	2.32E-12
quinolone__QnrE1	tunR	0.793849999	2.32E-12
bcrA	vancomycin__vanE	0.793849999	2.32E-12
mtrR	vancomycin__vanE	0.793849999	2.32E-12
nhlF	vancomycin__vanE	0.793849999	2.32E-12
pfr	vancomycin__vanE	0.793849999	2.32E-12
chtS	vancomycin__vanI	0.793849999	2.32E-12
cueP	vancomycin__vanI	0.793849999	2.32E-12
emrK	vancomycin__vanI	0.793849999	2.32E-12
farB	vancomycin__vanI	0.793849999	2.32E-12
ncrY	vancomycin__vanI	0.793849999	2.32E-12
pmrG	vancomycin__vanI	0.793849999	2.32E-12
tbtR	vancomycin__vanI	0.793849999	2.32E-12
triA	vancomycin__vanI	0.793849999	2.32E-12
ttgT	vancomycin__vanI	0.793849999	2.32E-12
eefX	vancomycin__vanN	0.793849999	2.32E-12
farR	vancomycin__vanN	0.793849999	2.32E-12
mtrC	vancomycin__vanN	0.793849999	2.32E-12
nirD	vancomycin__vanN	0.793849999	2.32E-12
nmtR	vancomycin__vanN	0.793849999	2.32E-12
silF	vancomycin__vanN	0.793849999	2.32E-12
fbpB	vancomycin__vanTG	0.793849999	2.32E-12
frnE	vancomycin__vanTG	0.793849999	2.32E-12
nixA	vancomycin__vanTG	0.793849999	2.32E-12
srpA	vancomycin__vanTG	0.793849999	2.32E-12
ssmE	vancomycin__vanTG	0.793849999	2.32E-12
chtS	vancomycin__vanYF	0.793849999	2.32E-12
cueP	vancomycin__vanYF	0.793849999	2.32E-12
emrK	vancomycin__vanYF	0.793849999	2.32E-12
farB	vancomycin__vanYF	0.793849999	2.32E-12
ncrY	vancomycin__vanYF	0.793849999	2.32E-12
pmrG	vancomycin__vanYF	0.793849999	2.32E-12
tbtR	vancomycin__vanYF	0.793849999	2.32E-12
triA	vancomycin__vanYF	0.793849999	2.32E-12
ttgT	vancomycin__vanYF	0.793849999	2.32E-12
chtS	vancomycin__vanYM	0.793849999	2.32E-12
cueP	vancomycin__vanYM	0.793849999	2.32E-12
emrK	vancomycin__vanYM	0.793849999	2.32E-12
farB	vancomycin__vanYM	0.793849999	2.32E-12
ncrY	vancomycin__vanYM	0.793849999	2.32E-12
pmrG	vancomycin__vanYM	0.793849999	2.32E-12
tbtR	vancomycin__vanYM	0.793849999	2.32E-12
triA	vancomycin__vanYM	0.793849999	2.32E-12
ttgT	vancomycin__vanYM	0.793849999	2.32E-12
chtS	vancomycin__vanZF	0.793849999	2.32E-12
cueP	vancomycin__vanZF	0.793849999	2.32E-12
emrK	vancomycin__vanZF	0.793849999	2.32E-12
farB	vancomycin__vanZF	0.793849999	2.32E-12
ncrY	vancomycin__vanZF	0.793849999	2.32E-12
pmrG	vancomycin__vanZF	0.793849999	2.32E-12
tbtR	vancomycin__vanZF	0.793849999	2.32E-12
triA	vancomycin__vanZF	0.793849999	2.32E-12
ttgT	vancomycin__vanZF	0.793849999	2.32E-12
aminoglycoside__aadA13	vceC	0.793849999	2.32E-12
aminoglycoside__aadA9	vceC	0.793849999	2.32E-12
beta_lactam__CepS	vceC	0.793849999	2.32E-12
beta_lactam__MAB	vceC	0.793849999	2.32E-12
beta_lactam__cphA2	vceC	0.793849999	2.32E-12
chloramphenicol__catB9	vceC	0.793849999	2.32E-12
tetracycline__tetX6	vceC	0.793849999	2.32E-12
trimethoprim__dfrA12	vceC	0.793849999	2.32E-12
vancomycin__vanN	vceC	0.793849999	2.32E-12
aminoglycoside__aadA13	vceR	0.793849999	2.32E-12
aminoglycoside__aadA9	vceR	0.793849999	2.32E-12
beta_lactam__CepS	vceR	0.793849999	2.32E-12
beta_lactam__MAB	vceR	0.793849999	2.32E-12
beta_lactam__cphA2	vceR	0.793849999	2.32E-12
chloramphenicol__catB9	vceR	0.793849999	2.32E-12
tetracycline__tetX6	vceR	0.793849999	2.32E-12
trimethoprim__dfrA12	vceR	0.793849999	2.32E-12
vancomycin__vanN	vceR	0.793849999	2.32E-12
vancomycin__vanYA	vmeE	0.793849999	2.32E-12
vancomycin__vanYA	vpoC	0.793849999	2.32E-12
sulfonamide__sul3	ycnK	0.793849999	2.32E-12
aminoglycoside__aadA13	ydeI	0.793849999	2.32E-12
aminoglycoside__aadA9	ydeI	0.793849999	2.32E-12
beta_lactam__CepS	ydeI	0.793849999	2.32E-12
beta_lactam__MAB	ydeI	0.793849999	2.32E-12
beta_lactam__cphA2	ydeI	0.793849999	2.32E-12
chloramphenicol__catB9	ydeI	0.793849999	2.32E-12
tetracycline__tetX6	ydeI	0.793849999	2.32E-12
trimethoprim__dfrA12	ydeI	0.793849999	2.32E-12
vancomycin__vanN	ydeI	0.793849999	2.32E-12
aminoglycoside__aadA16	yhcN	0.793849999	2.32E-12
chloramphenicol__catII	yhcN	0.793849999	2.32E-12
chloramphenicol__cmlB1	yhcN	0.793849999	2.32E-12
fosfomycin__FosA4	yhcN	0.793849999	2.32E-12
multidrug__CrcB	yhcN	0.793849999	2.32E-12
multidrug__efmA	yhcN	0.793849999	2.32E-12
quinolone__QnrB21	yhcN	0.793849999	2.32E-12
quinolone__QnrB25	yhcN	0.793849999	2.32E-12
quinolone__QnrB27	yhcN	0.793849999	2.32E-12
quinolone__QnrB28	yhcN	0.793849999	2.32E-12
quinolone__QnrB30	yhcN	0.793849999	2.32E-12
quinolone__QnrB33	yhcN	0.793849999	2.32E-12
quinolone__QnrB35	yhcN	0.793849999	2.32E-12
quinolone__QnrB37	yhcN	0.793849999	2.32E-12
quinolone__QnrB4	yhcN	0.793849999	2.32E-12
quinolone__QnrB60	yhcN	0.793849999	2.32E-12
quinolone__QnrB61	yhcN	0.793849999	2.32E-12
quinolone__QnrB65	yhcN	0.793849999	2.32E-12
quinolone__QnrB71	yhcN	0.793849999	2.32E-12
quinolone__QnrB72	yhcN	0.793849999	2.32E-12
quinolone__QnrB73	yhcN	0.793849999	2.32E-12
quinolone__QnrB8	yhcN	0.793849999	2.32E-12
quinolone__QnrD1	yhcN	0.793849999	2.32E-12
quinolone__QnrD2	yhcN	0.793849999	2.32E-12
quinolone__QnrS3	yhcN	0.793849999	2.32E-12
quinolone__QnrS7	yhcN	0.793849999	2.32E-12
vancomycin__vanTG	yhcN	0.793849999	2.32E-12
aminoglycoside__aadA13	yjaA	0.793849999	2.32E-12
aminoglycoside__aadA9	yjaA	0.793849999	2.32E-12
beta_lactam__CepS	yjaA	0.793849999	2.32E-12
beta_lactam__MAB	yjaA	0.793849999	2.32E-12
beta_lactam__cphA2	yjaA	0.793849999	2.32E-12
chloramphenicol__catB9	yjaA	0.793849999	2.32E-12
tetracycline__tetX6	yjaA	0.793849999	2.32E-12
trimethoprim__dfrA12	yjaA	0.793849999	2.32E-12
vancomycin__vanN	yjaA	0.793849999	2.32E-12
aminoglycoside__aadA14	zraP	0.793849999	2.32E-12
beta_lactam__BcI	zraP	0.793849999	2.32E-12
beta_lactam__BcIII	zraP	0.793849999	2.32E-12
chloramphenicol__catA4	zraP	0.793849999	2.32E-12
chloramphenicol__catB10	zraP	0.793849999	2.32E-12
fosfomycin__FosA5	zraP	0.793849999	2.32E-12
fosfomycin__FosA6	zraP	0.793849999	2.32E-12
multidrug__emeA	zraP	0.793849999	2.32E-12
quinolone__QnrB20	zraP	0.793849999	2.32E-12
streptothricin__SatA	zraP	0.793849999	2.32E-12
vancomycin__vanI	zraP	0.793849999	2.32E-12
vancomycin__vanYF	zraP	0.793849999	2.32E-12
vancomycin__vanYM	zraP	0.793849999	2.32E-12
vancomycin__vanZF	zraP	0.793849999	2.32E-12
beta_lactam__Bla1	fptA	0.794153194	2.32E-12
cadR	multidrug__PmpM	0.794290619	2.32E-12
troA	vancomycin__vanXI	0.794418171	2.32E-12
beta_lactam__Rm3	cusS	0.795526617	2.25E-12
bltR	multidrug__blt	0.79589502	2.15E-12
aminoglycoside__aadS	gadX	0.798130296	1.64E-12
aminoglycoside__aadS	hefC	0.798405039	1.58E-12
fosfomycin__FosA7	vmeC	0.798405039	1.58E-12
multidrug__qacE	silC	0.798679783	1.53E-12
aminoglycoside__aadS	emrRsm	0.79922927	1.43E-12
aminoglycoside__aadS	hasF	0.79922927	1.43E-12
aminoglycoside__aadS	kpnF	0.79922927	1.43E-12
aminoglycoside__aadS	mdtA	0.79922927	1.43E-12
aminoglycoside__aadS	ygiW	0.79922927	1.43E-12
aminoglycoside__aadS	fecD	0.799778758	1.34E-12
beta_lactam__Rm3	mepC	0.800137049	1.28E-12
beta_lactam__BcII	cutA	0.800328245	1.25E-12
beta_lactam__BcII	marA	0.800328245	1.25E-12
beta_lactam__BcII	robA	0.800328245	1.25E-12
terA	vancomycin__vanB	0.800602989	1.21E-12
beta_lactam__blaF	cmtR	0.800877732	1.17E-12
vancomycin__vanD	vmeC	0.800877732	1.17E-12
chloramphenicol__cmx	kpnO	0.800967002	1.16E-12
hoxN	multidrug__ParS	0.801944167	1.02E-12
aminoglycoside__aadA7	iclR	0.802537159	9.52E-13
multidrug__tap	ncrB	0.803153507	8.82E-13
multidrug__qacE	nikR	0.805273631	6.74E-13
bacitracin__bacA	pstB	0.805556775	6.50E-13
kpnO	sulfonamide__sul2	0.805983022	6.15E-13
adeA	aminoglycoside__aadA7	0.806703403	5.63E-13
kpnO	quinolone__lfrA	0.806848769	5.49E-13
beta_lactam__imiS	cutA	0.807196836	5.29E-13
beta_lactam__imiS	marA	0.807196836	5.29E-13
beta_lactam__imiS	robA	0.807196836	5.29E-13
beta_lactam__blaF	hmrR	0.807444068	5.11E-13
iclR	multidrug__ParS	0.807596428	5.01E-13
emrBsm	rifamycin__iri	0.807898918	4.80E-13
adeC	aminoglycoside__aadA4	0.808035274	4.73E-13
adeT2	aminoglycoside__aadA4	0.808035274	4.73E-13
adeC	beta_lactam__blaS1	0.808035274	4.73E-13
adeT2	beta_lactam__blaS1	0.808035274	4.73E-13
adeC	beta_lactam__cphA7	0.808035274	4.73E-13
adeT2	beta_lactam__cphA7	0.808035274	4.73E-13
adeC	chloramphenicol__catQ	0.808035274	4.73E-13
adeT2	chloramphenicol__catQ	0.808035274	4.73E-13
adeC	chloramphenicol__cmlA4	0.808035274	4.73E-13
adeT2	chloramphenicol__cmlA4	0.808035274	4.73E-13
adeC	chloramphenicol__cmlA5	0.808035274	4.73E-13
adeT2	chloramphenicol__cmlA5	0.808035274	4.73E-13
eefX	fosfomycin__FosA3	0.808035274	4.73E-13
farR	fosfomycin__FosA3	0.808035274	4.73E-13
beta_lactam__CepS	irlS	0.808035274	4.73E-13
beta_lactam__cphA2	irlS	0.808035274	4.73E-13
fosfomycin__FosA3	mtrC	0.808035274	4.73E-13
eefX	multidrug__lmrP	0.808035274	4.73E-13
farR	multidrug__lmrP	0.808035274	4.73E-13
mtrC	multidrug__lmrP	0.808035274	4.73E-13
fosfomycin__FosA3	nirD	0.808035274	4.73E-13
multidrug__lmrP	nirD	0.808035274	4.73E-13
fosfomycin__FosA3	nmtR	0.808035274	4.73E-13
multidrug__lmrP	nmtR	0.808035274	4.73E-13
aminoglycoside__aadA4	pmrB	0.808035274	4.73E-13
beta_lactam__blaS1	pmrB	0.808035274	4.73E-13
beta_lactam__cphA7	pmrB	0.808035274	4.73E-13
chloramphenicol__catQ	pmrB	0.808035274	4.73E-13
chloramphenicol__cmlA4	pmrB	0.808035274	4.73E-13
chloramphenicol__cmlA5	pmrB	0.808035274	4.73E-13
adeC	quinolone__QnrB19	0.808035274	4.73E-13
adeT2	quinolone__QnrB19	0.808035274	4.73E-13
pmrB	quinolone__QnrB19	0.808035274	4.73E-13
adeC	quinolone__QnrB5	0.808035274	4.73E-13
adeT2	quinolone__QnrB5	0.808035274	4.73E-13
pmrB	quinolone__QnrB5	0.808035274	4.73E-13
eefX	quinolone__QnrE1	0.808035274	4.73E-13
farR	quinolone__QnrE1	0.808035274	4.73E-13
mtrC	quinolone__QnrE1	0.808035274	4.73E-13
nirD	quinolone__QnrE1	0.808035274	4.73E-13
nmtR	quinolone__QnrE1	0.808035274	4.73E-13
eefX	quinolone__QnrE2	0.808035274	4.73E-13
farR	quinolone__QnrE2	0.808035274	4.73E-13
mtrC	quinolone__QnrE2	0.808035274	4.73E-13
nirD	quinolone__QnrE2	0.808035274	4.73E-13
nmtR	quinolone__QnrE2	0.808035274	4.73E-13
aminoglycoside__aadA4	sepA	0.808035274	4.73E-13
beta_lactam__blaS1	sepA	0.808035274	4.73E-13
beta_lactam__cphA7	sepA	0.808035274	4.73E-13
chloramphenicol__catQ	sepA	0.808035274	4.73E-13
chloramphenicol__cmlA4	sepA	0.808035274	4.73E-13
chloramphenicol__cmlA5	sepA	0.808035274	4.73E-13
quinolone__QnrB19	sepA	0.808035274	4.73E-13
quinolone__QnrB5	sepA	0.808035274	4.73E-13
fosfomycin__FosA3	silF	0.808035274	4.73E-13
multidrug__lmrP	silF	0.808035274	4.73E-13
quinolone__QnrE1	silF	0.808035274	4.73E-13
quinolone__QnrE2	silF	0.808035274	4.73E-13
aminoglycoside__aadA4	triC	0.808035274	4.73E-13
beta_lactam__blaS1	triC	0.808035274	4.73E-13
beta_lactam__cphA7	triC	0.808035274	4.73E-13
chloramphenicol__catQ	triC	0.808035274	4.73E-13
chloramphenicol__cmlA4	triC	0.808035274	4.73E-13
chloramphenicol__cmlA5	triC	0.808035274	4.73E-13
quinolone__QnrB19	triC	0.808035274	4.73E-13
quinolone__QnrB5	triC	0.808035274	4.73E-13
adeC	trimethoprim__dfrA18	0.808035274	4.73E-13
adeT2	trimethoprim__dfrA18	0.808035274	4.73E-13
pmrB	trimethoprim__dfrA18	0.808035274	4.73E-13
sepA	trimethoprim__dfrA18	0.808035274	4.73E-13
triC	trimethoprim__dfrA18	0.808035274	4.73E-13
adeC	trimethoprim__dfrA5	0.808035274	4.73E-13
adeT2	trimethoprim__dfrA5	0.808035274	4.73E-13
pmrB	trimethoprim__dfrA5	0.808035274	4.73E-13
sepA	trimethoprim__dfrA5	0.808035274	4.73E-13
triC	trimethoprim__dfrA5	0.808035274	4.73E-13
adeC	vancomycin__vanE	0.808035274	4.73E-13
adeT2	vancomycin__vanE	0.808035274	4.73E-13
pmrB	vancomycin__vanE	0.808035274	4.73E-13
sepA	vancomycin__vanE	0.808035274	4.73E-13
triC	vancomycin__vanE	0.808035274	4.73E-13
eefX	vancomycin__vanHB	0.808035274	4.73E-13
farR	vancomycin__vanHB	0.808035274	4.73E-13
mtrC	vancomycin__vanHB	0.808035274	4.73E-13
nirD	vancomycin__vanHB	0.808035274	4.73E-13
nmtR	vancomycin__vanHB	0.808035274	4.73E-13
silF	vancomycin__vanHB	0.808035274	4.73E-13
arrB	vancomycin__vanH_in_vanP_cl	0.808035274	4.73E-13
fbpB	vancomycin__vanH_in_vanP_cl	0.808035274	4.73E-13
frnE	vancomycin__vanH_in_vanP_cl	0.808035274	4.73E-13
nixA	vancomycin__vanH_in_vanP_cl	0.808035274	4.73E-13
srpA	vancomycin__vanH_in_vanP_cl	0.808035274	4.73E-13
irlS	vancomycin__vanN	0.808035274	4.73E-13
fosfomycin__FosA3	vceC	0.808035274	4.73E-13
multidrug__lmrP	vceC	0.808035274	4.73E-13
quinolone__QnrE1	vceC	0.808035274	4.73E-13
quinolone__QnrE2	vceC	0.808035274	4.73E-13
vancomycin__vanHB	vceC	0.808035274	4.73E-13
fosfomycin__FosA3	vceR	0.808035274	4.73E-13
multidrug__lmrP	vceR	0.808035274	4.73E-13
quinolone__QnrE1	vceR	0.808035274	4.73E-13
quinolone__QnrE2	vceR	0.808035274	4.73E-13
vancomycin__vanHB	vceR	0.808035274	4.73E-13
fosfomycin__FosA3	ydeI	0.808035274	4.73E-13
multidrug__lmrP	ydeI	0.808035274	4.73E-13
quinolone__QnrE1	ydeI	0.808035274	4.73E-13
quinolone__QnrE2	ydeI	0.808035274	4.73E-13
vancomycin__vanHB	ydeI	0.808035274	4.73E-13
vancomycin__vanH_in_vanP_cl	yhcN	0.808035274	4.73E-13
fosfomycin__FosA3	yjaA	0.808035274	4.73E-13
multidrug__lmrP	yjaA	0.808035274	4.73E-13
quinolone__QnrE1	yjaA	0.808035274	4.73E-13
quinolone__QnrE2	yjaA	0.808035274	4.73E-13
vancomycin__vanHB	yjaA	0.808035274	4.73E-13
aminoglycoside__aadA4	yqjH	0.808035274	4.73E-13
beta_lactam__blaS1	yqjH	0.808035274	4.73E-13
beta_lactam__cphA7	yqjH	0.808035274	4.73E-13
chloramphenicol__catQ	yqjH	0.808035274	4.73E-13
chloramphenicol__cmlA4	yqjH	0.808035274	4.73E-13
chloramphenicol__cmlA5	yqjH	0.808035274	4.73E-13
quinolone__QnrB19	yqjH	0.808035274	4.73E-13
quinolone__QnrB5	yqjH	0.808035274	4.73E-13
trimethoprim__dfrA18	yqjH	0.808035274	4.73E-13
trimethoprim__dfrA5	yqjH	0.808035274	4.73E-13
vancomycin__vanE	yqjH	0.808035274	4.73E-13
aminoglycoside__aadA7	qacF	0.808093472	4.73E-13
adeC	aminoglycoside__aadA16	0.809086035	4.25E-13
adeT2	aminoglycoside__aadA16	0.809086035	4.25E-13
arrB	bleomycin__BLMT	0.809086035	4.25E-13
adeC	chloramphenicol__catII	0.809086035	4.25E-13
adeT2	chloramphenicol__catII	0.809086035	4.25E-13
adeC	chloramphenicol__cmlB1	0.809086035	4.25E-13
adeT2	chloramphenicol__cmlB1	0.809086035	4.25E-13
arrB	factumycin__facT	0.809086035	4.25E-13
